,content,sentimen
2681,Kenapa aku selalu dapat dark sistem ketika aku mau naik rank i ini udah hampir yang ke 8 kali aku sangat kecewa ini nick name ku Rezzoit'sGood. Semoga kalian memperbaiki game ini lagi🥲,0.0
2682,Game bandingan,0.0
2683,grafik jelek mending an mobile legends bagus equipment nya bisa dipahami ini mah persis game aov jelek burik,0.0
2684,"Min mikir dikit lah ajng,masa gw di kasih tim drak sistem mulu,mana g ngerti main lgii",0.0
2685,"Woi kok gw dikasihnya beban semua timnya,ini gimana si gw lose streak terus ,plis lah kasih tim yang seimbang jangan beban semua",0.0
2686,Stuck loading screen,0.0
2687,"Matchmaking yang tidk seimbang membuat player kesusahan tolong diperbaiki,jika tidak ad perubahan maaf akan saya uninstall.",0.0
2688,gem plagiat,0.0
2689,sama aja kaya moba sebelah draksytem isinya bot semua dan ping merah naik turun ga jelas smpe ga gerak,0.0
2690,Gemnya jelek banget males buat main mending main ml daripada honor of kings gem burik gem murahan sering ngebacot ml pula pokoknya ini gem jelek banget😡😡🤬🤬🤬😡😡😡,0.0
2691,Ya gitu lah.. karakter dan skill tidak seimbang. Mobilitas kurang,0.0
2692,Banyak pemain asal-asalan dikiranya main MLBB,0.0
2693,"fitur pemilihan lane secara acak sangat ga berguna buat player yg maen solo, sering kali dikasih role yang ga kita kuasai",0.0
2694,Kebanyakan darksistem,0.0
2695,Game asuu banyak dark sistem,0.0
2696,Selalu dapat tim bot dan musuhnya player gg lah,0.0
2697,Sama aja sama ml bedanya gk pelit doang dark sistemnya sama persis baru di gold aja dah rasa lawan pro player,0.0
2698,"game rusak lane gua di ambil malah gua yg kena hukumam, benerin sistem laporannya tolol",0.0
2699,"Minimal ngasi tim yang bisa main lah, 5 match berturut2 dpt jungle sama mage ngak bisa main",0.0
2700,"game jelek, kebanyakan dark system, joysticknya error",0.0
2701,"Masalah jaringan mohon diperbaiki, jaringan bagus pakai wifi masih lag ping merah.",0.0
2702,semakin banyak dark sistem,0.0
2703,"GAME TOLOL, DIKASIH MENANG 2 KALI KALAH 10 KALI",0.0
2704,"Saya mendapatkan Teammate yang Buruk, dan AFK, ataupun melakukan pelanggaran lain(Contoh: Nama tidak senonoh). Lalu saya report, kok dianggap tidak melakukan pelanggaran? Saya merasa sangat dirugikan",0.0
2705,Game ini terlalu berat !! Login saja lama padahal 4G,0.0
2706,"ngasih lawan yg tier nya lebih tinggi,ayolah kasih musuh yg seimbang cape kena trol trus",0.0
2707,"JANGAN MAEN GAME INI, LEBIH DARK SISTEM PLAYER NYA DI BANDING ML, GK BGERTI ROTASI-CONTER ITEM-DRAF PICK-NGE BAN AJA SERING ENGGA INI GAME BIAR DI ISI SAMA DARK SISTEM ML AJA!!!!",0.0
2708,masukan hukuman untuk trollernya diperketat kalo ga match makingnya yang dibenahi,0.0
2709,"Ternyata game ini sama sama game drak system ,,, ML agak mending ,,lh ini saya main udah 20 kali dapet tim drak system muluk ,, kalah menang kaoah menang kalah lagi menang lagi ... Kek males main nyaaa ,,,",0.0
2710,"Game pepek juga ini... kasih tim lawan bagus² kasih tim kawan tolol semua, lebih parah dari mobile legend dark sistem nya",0.0
2711,Tier nta udah di setting sampai kiamat juga gak bkalan naik klau gak di kasih naik...terlihat jlas settingan,0.0
2712,APA APAN INI MATCHMAKING BAGUS TAPI DAPAT TIM YANG TIDAK TAU MEMAINKAN ROLENYA,0.0
2713,Pelagiat GK seru burrik server nya nuub,0.0
2714,Game gak jlas,0.0
2715,Tombolnya gak responsif lelet banget bagusan ML. Tombol joystick kiri padahal sudah diseting FIX tp tetep gerak2 aneh banget bikin ga nyaman.,0.0
2716,Gaseru banget gausah dicoba,0.0
2717,"Game baru udah bikin mood rusak di kasi team drak sistem trus taik""",0.0
2718,Game buruk.kuning sikit ga gerak.baguskn gamemu kontol.biar banyak peminatnya,0.0
2719,"Game burik awal "" main lancar lama kelamaan gak bisa min di mode Rank",0.0
2720,Jelek gamenya banyak darksystem,0.0
2721,Game nya niru kayak free fire sama mobil legend 😾,0.0
2722,Game jelek bagusan mobile legends,0.0
2723,saya ko stuk di loading trs,0.0
2724,"alah di room ngaleg banget sampe kyk stuck gitu padahal kan di game lancar banget 60 fps no drop, grafik udah set paling rendah sama aja, sinyal juga udah bagus, emang di room nya doang yg lag sampe nge stuck",0.0
2725,Game nya susah di tap,0.0
2726,"Game tidak seimbang, semua pemainya hanyalah bot",0.0
2727,"Bintang saya kurangi lagi , Semua skill hero sangat buruk... Semua skill hero delay sangat lambat, cooldown skill sangatlah terlalu lama, hero2 mellee yg bergantung pada skill juga mudah mati karena cooldown skill sangat lambat dan untuk damage tower tidak ada damage ketika 1 hero di serang dua musuh Dan semua skill cc hero sangat tidak relevan/ stun terlalu lama. Pokoknya semua harus di benahi lagi, karena tidak relevan saat tim fight",0.0
2728,Ngasih tim yang ngotak dikit kita yang player solo capek ketemu tim ngetrol ntah sunbin lah apalah rusak bet sama aja kek ML,0.0
2729,Parah dark system nya lebih dari mobile legend gw kasih bintang 1,0.0
2730,"Jaringan ijo,jaringan merah,padahal gak kenapa Napa wifi????",0.0
2731,Game haram jangan dimainin guys haram game tol0l,0.0
2732,Game nya kaku banyak sistem gelap ga kyk game sebelah 🗿,0.0
2733,Game nya jelek soal nya patah patah👎👎,0.0
2734,kenapa setiap mau naik tier harus win match dua kali udah gitu dark sistem nya banyak gaje lah nih game 🙄,0.0
2735,"Tolong perbaiki lagi untuk masalah sinyal/internet saya setiap main selalu mengalami kendala internet dan setiap memencet skill pasti hero nya terbang, apalagi pas team fight, dan itu bikin mood saya dari game honor of king turun karna saya jadi sering afk karna masalah internet, tolong segera diperbaiki keluhan saya",0.0
2736,Game tolol game babi game gak jelas,0.0
2737,Untuk HOK GUA keselbbanget sumpah mau ripot player aja nggak bisa kata nya player tidak terdeteksi atau melakukan pelanggaran udh jelas player nya feed Suka diam sendiri nyuri Lane pula yg aneh nya lagi pihak HOK nya kasi gua kompensasi terus di ripot player gak bisa ini gimana ya konsep ripot PLAYER DI HOK,0.0
2738,kadang tiba tiba keluar sendiri dari aplikasi nya.,0.0
2739,Jangan berikan Tim nya dark sistem terus 😡😡😡🤬🤬🤬🤬🤬 Tolong kasih tim ku yang pro Dan harus kasih aku kopensasi,0.0
2740,Di rank tinggi udah mulai banyak darksistem ya tier nya ga setara setim campur master sama platinum tim musuh master semua ga adil emang,0.0
2741,pembagian tim dan musuh tdk adil. pntk,0.0
2742,Iklan kok nyendir ml,0.0
2743,Ko kebanyakan ngeleg si,0.0
2744,Gamenya tidak balance sama sekali,0.0
2745,"Lawan tidak seimbang , lawan kuat tapi setim teman lemah, selalu kalah mvp. Update lah...",0.0
2746,Minimal lebih ringan dari ml masa saya main tiba tiba lag dan saya main di ml ga lag² hehh game ga tau diri ngejek ml tanpa tau mlbb ada perjuangan hok cuma kasih skin gratis tanpa perjuangan,0.0
2747,"game nya kurang seru dan ketika di lobby ngelag tetapi di dalam pertempuran tidak,aneh banget ini",0.0
2748,Gak seru lag jaringan merah trus gak bisa main mending Mobile Legends,0.0
2749,Jelek game nya,0.0
2750,Game nya gk bisa kebuka,0.0
2751,"Pemilihan lawan yg tidak seimbang, atau kurang adil mohon kejelasannya",0.0
2752,Saya udh di rank diamond 1 bintang full kok dapet temen bodoh semua sampe turun ke diamond 2 game aneh sama ke sebelah,0.0
2753,Game plagiattt mllll,0.0
2754,"ngasih tim yg logis dikit lah, masa master duo sama diamond random nya platinum. masih banyak player yg maksa role juga tolong lebih di perhatikan, kalo bisa langsung ban aja yang ngelakuin pelanggaran gausah di peringatkan",0.0
2755,Selalu dapat tim dongo,0.0
2756,Game asu drak sistem nya melebihi mlbb,0.0
2757,"Geme saya sangat buruk heronya tidak seimbang,",0.0
2758,"Woe Suuu Itu Gerakan Minion Cepetin lah asw ,orang mau end cepat biar menang ehhh Minion nya lambat banget jalan nya kayak siput kwontol",0.0
2759,BINTANG SATU DLU!. Terlalu banyak darksystem,0.0
2760,ngeframe parahh diloby,0.0
2761,"Tolong perbaiki match makingnya, saya install game ini krn gamau ketemu dark sistem di moonton, tp di game ini dark sistemnya lebih parah dari moonton",0.0
2762,Game dajjal sama aja banyak dark sistem,0.0
2763,Game dajjal,0.0
2764,Game jelek plagiat busuk,0.0
2765,Sering dapat player feeder dan report yang kurang berguna,0.0
2766,"Game rusak lebih parah dari ml, Tim feeder dilaporin gak dianggap masalah",0.0
2767,Maaf saya terus terusan kena frame padahal data saya masih banyak dan sinyal nya juga bagus tapi masih ngeframe jadi mohon diperbaiki,0.0
2768,"Frame drop parah, padahal udah pakek wifi",0.0
2769,Suara nya kurang enak,0.0
2770,Game sampah plagiat,0.0
2771,Banyak darksytem dan player beban,0.0
2772,Rank tingi masih bnyak boot👎 Masih mending ml lebih canggih ML no 1,0.0
2773,Masa baru main langsung lawan player jadi nya aku kalah padahal di ml lawan computer dulu terus main di hape lag banget,0.0
2774,"cooldown skill nya lama, lebih cepet mobile legend",0.0
2775,server kurang stabil,0.0
2776,Game plagiat,0.0
2777,"Baru coba main, sampai Master Player nya bodoh semua, Main solo di tier apapun diberi 4 player bodoh dalam tim, bahkan tidak ada hukuman untuk player yang bodoh, laporan pun tidak ada. Lebih baik moonton",0.0
2778,"Matchmaking dark system, gk adil samsek, banyak player troll gk jelas",0.0
2779,"Baru tapi ngleg Mulu,,team nya banyak yg gak seimbang,, trolll",0.0
2780,Kesan saya pertama mencoba game ini terasa kaku dan mengalami penurunan frame rate saat skil aktif,0.0
2781,perbaiki dulu soal lag soalx lag susah balik lagi,0.0
2782,Game pas di lobby nya lag terus gak bisa pencet apa apa udah relock tetap gak bisa di pencet padahal hp ku bagus ram 4 memori 64 gb,0.0
2783,BANYAK CEATER TIDAK TERDETEKSI SAMA SISTEM GM NYA PARAH ULTI DAN SKILL JARAK NYA GAK PAS TERLALU DEKAT HERO MAGE DAN MM JARAK HIT KURANG PAS SERING DAPET TEAM YG MERUGIKAN JADI SAYA DELETE GAME NYA,0.0
2784,"game apa ini,jelek bangett bagusan ml",0.0
2785,Event dalam game sangat mengecewakan,0.0
2786,"tolong sesuaikan tim dengan lawan, dapet tim yg gk bisa menggunakan hero di lane itu, sedangkan lawan mahir di lane pada tim yg sama",0.0
2787,Plagiat ml,0.0
2788,"Match making Lo gak ada bedanya sama Mobile legends,gw selama main gak pernah dpt skor kecil,selalu MVP atau nomor 2 paling besar.Lo kasih tim ampas Mulu,Lo baca algoritma gw maen gak sih apa random?",0.0
2789,Game gak jelas loading pun butuh waktu lama,0.0
2790,kebanyakan bot timnya... susah menang di platinum ke atas,0.0
2791,"saran gua gausah download nih game,isinya darksystem semua kocak,di report pun gada tanggapan sistem nya",0.0
2792,Game nya ngelak ngelek mohon diperbaiki,0.0
2793,Peniru game lain tanpa inovasi,0.0
2794,Udah grafik turun juga masih patah patah ram3,0.0
2795,terlalu banyak pemain yang trolling/feeder,0.0
2796,Fix jaringan bug,0.0
2797,agk kurang phm dengan item gem ini,0.0
2798,Match making anehhh,0.0
2799,"Game burik, lebih parah daripada game sebelah.",0.0
2800,Ngikutin mobile legends,0.0
2801,Jgn di download jir. Para sedot paketnya,0.0
2802,Developer tidak mendengarkan pemain,0.0
2803,"MATCHMAKING TIDAK IMBANG, SAMA AJA KAYA MOONTON",0.0
2804,Ternyata game dalam pertandingan ngelag buat server indonesia dong,0.0
2805,Gem jelex banyak bug masa jaringan bagus di dalam gem merah lemot juga,0.0
2806,Grafiknya burik dan tidak realistis,0.0
2807,Banyak dark sistem 🙏😿 mending ml aja dehhh,0.0
2808,"Sering mendapatkan tim yang tidak seimbang, seakan akan tim saya di isi bot semua dan musuh player semua, jangan di lihat doang lah chat ini, perbaiki bukan di liat doang !!",0.0
2809,ultimate Hero delay padahal sinyal bagus tolong benerin bug nya🙏🙏,0.0
2810,Buriqqq jelek banget gjls gitu,0.0
2811,Peniru nyindir game sebelah ngelag tolol,0.0
2812,Kalo bikin game jangan plagiatan,0.0
2813,Penyimpanan masih luas di menu ngelag parah,0.0
2814,Sama aja kyak ml banyak dark system ny,0.0
2815,Sering ngelag di tengah permainan,0.0
2816,Lama² macthmaking nya kyk game sebelah,0.0
2817,BABYAK DARK SISTEM,0.0
2818,"game isinya player sampah dark sistem bnyak mending mobile legend,",0.0
2819,"Tiap login ngeframe gabisa di tap, udh direfresh tetep gitu, padahal pas download di web nya normal² aja",0.0
2820,ampas banyak player bapuk,0.0
2821,Game plagiat ml,0.0
2822,Ga seru bos,0.0
2823,Tolong dong yang buat game ini joystick ya kurang responsif terus kaya patah patah saat buat nyerang,0.0
2824,"Baru pula bronze 2,langsung kalah",0.0
2825,Game plagiat mlbb,0.0
2826,Geme gak jelas ngasih MVP tah kayak mana liat poin yg membingungkan game tololll,0.0
2827,Match making tidak seimbang,0.0
2828,"Tidak ada keseimbangan sama sekali tim sendiri bodoh bodoh , tim lawan pada kompak",0.0
2829,Jelek bagusan mobile legend,0.0
2830,Game nya lag padahal udah pake wifi,0.0
2831,Ketika di lobby sering frame drop,0.0
2832,game plagiat,0.0
2833,BURIK MENDING EMEL,0.0
2834,dasar penyindir ml,0.0
2835,Suka ngelag,0.0
2836,Malah ngestack saat mau login udh seminggu gk bisa masuk gmna ini??,0.0
2837,Banyak dark system,0.0
2838,Grafik GK se hd ml,0.0
2839,kasii time nyaa kagaa benerr,0.0
2840,Game asu aku mau masuk akun ku nggak bisa sistem error 😡😡😡,0.0
2841,Game rusak lag Mulu pas di game,0.0
2842,Game plagiat,0.0
2843,Game sampa player Bot semuah,0.0
2844,Grafik jelek dan Skin nya gak banyak dan jelek animasi jelek,0.0
2845,Game ngemis player,0.0
2846,"Karena nga terlalu bagus, semoga di perbaiki lagi😒😒😒",0.0
2847,"Game buruk,,, banyak main solo dari pada group",0.0
2848,Geme ini neniru geme mobil legends,0.0
2849,Kurang seru masih seruan mobile legend wkwkwwk,0.0
2850,Game plagiat,0.0
2851,Game plagiat ml,0.0
2852,game plagiatt,0.0
2853,"Sekarang sering kesulitan login,keterangan jaringan terganggu padahal jaringan bagus di game sebelah...",0.0
2854,"udh lumayan minesnya setiap main sering lag apalagi tiba"" loncat ke merah, wifi saya baik"" saja, lama"" aku hapus juga",0.0
2855,Mathmakingnya rusak,0.0
2856,Game tidak seimbang sama sekali berat sebelah rank tinggi main sama rank rendah apa apaan itu buat solo pun susah,0.0
2857,"Awalnya game nya bagus tp semakin kesini Matchmarking g imbang,keunggulan game hanya skin dan hero gratis tp tidak memperdulikan pemain,g ada bedanya dengan Mobile legend,disini banyak dark sistem yg buat g nyaman bermain",0.0
2858,Terlalu banyak bug mengganggu,0.0
2859,Game tidak bermodal🤭🤭🤭🤭🤭,0.0
2860,Plagiat kau HOK,0.0
2861,ko makin kesini makin g jelas ping g pernah stabil mulu giliran main game lain lancar terus😭🙏🏻,0.0
2862,Saya kasih bintang 1 karena gamenya plagiat semoga di banned,0.0
2863,Team musuh lebih jago dan ngerti rotasi sedangkan teamnya dark system.,0.0
2864,Plagiat ml,0.0
2865,kurangnya si lobiy kadang patah patah,0.0
2866,Jangan lah kalian download game plagiat ini👎👎,0.0
2867,Terlalu banyak bug mengganggu,0.0
2868,Apaan ini game niruin mobile legend,0.0
2869,"Saya melakukan pembelin honor pass, tetapi item yang di beli tidak di berikan dan sudah melakukan laporan ke pihak customer service tetapi tidak ada respon sama sekali. Pencuri uang",0.0
2870,Game nya tidak aman dan tidak bisa masuk ke dalam game nya,0.0
2871,Gam ini jelek,0.0
2872,Saya kalah lima kali berturut turut,0.0
2873,Reward harian terlalu sedikit dan tidak menarik,0.0
2874,Game bgst dari tadi gua dapet tim dongokkk mulu anjgggg,0.0
2875,Ini game isinya dark system pada gak bisa main player nya,0.0
2876,Pas penginstalan bisa di buka pakai wifi bisa di buka dan mau buka lagi jaringan tidak stabil padahal jaringannya sudah stabil . Saya bukak game lain bisa dimainkan kenapa saya buka honor of Kings jaringan nggak stabil,0.0
2877,"kalo ngasih tim global yang bener lah, iya udh bagus bisa pilih lane tapi jangan kasih global dark sistem asuuuuuu, bikin gw kesel aja, ngasih tim dark sistem gak bisa main padahal rank tinggiiiii lohhhhhhh!!!!!!!!!! kasih tim sama musuh yang setara kek, kalo tim bego ya musuh bego, ini tim bego musuh jago cape dah",0.0
2878,Niru ml,0.0
2879,Sy kecewa sama game ini gk peduli org ngleg langsung dikasi ban,0.0
2880,Main HOK kadang suka ketemu dark sistem pada buat map anj,0.0
2881,"sering banget ngelag,patah patah, padahal sinyal bagus hp juga bagus, kemarin kemarin engga",0.0
2882,Sering ngelag di tengah permainan,0.0
2883,Event dalam game sangat mengecewakan,0.0
2884,Game plagiat,0.0
2885,"Buriq patah""",0.0
2886,Lebih dark sistem dari kikir legend,0.0
2887,game ini grafik nya sangat tidak nyaman,0.0
2888,Kecewa masa saya setiap main rank sambil kerja didiemin bntr pekurangan reputasi nya kacau jadi jarang main rank deh dan ada yang bermain buruk tidak terkena reputasi kecewa parah,0.0
2889,Minimal game gak usah niru,0.0
2890,Kasih 1 bintang duluh karena game suka keluar sendiri pas dalam game juga klr padahal main renk tolong di perbaiki devoldernya,0.0
2891,Game buruk tiap mau rank ga bisa login ngelag mulu,0.0
2892,dilay grafik burik banyak drak sistem gem sampah,0.0
2893,Game sampah banyak bot highrank berasa epik,0.0
2894,Permainan apa ini banyak player ngak ngerti main..asal main saja..tolong kalian rubah pemain yang tolol sama sama yang tolol,0.0
2895,Terlalu banyak iklan mengganggu,0.0
2896,"Game kocak katanya ngasih tim imbang, tim gua kok tolol semua ajg. Id = Lheint 🔥😡😡😠😠🤬🤬😠",0.0
2897,Eh developer tolol itu yang afk gak bisa di report gimana ceritanya!,0.0
2898,Gem ya ga jelas mau login ga bisa,0.0
2899,Gk seru hero gk jelas,0.0
2900,Developer tidak mendengarkan pemain,0.0
2901,"Jaringan yang tidak stabil, suka high ping sendiri padahal indikator internet ijo, banyak nya player toxic yang ga bisa di report, gimana mau #cobaajadulu kalo playernya pada toxic",0.0
2902,Sinyal dalam game mengecewakan...full kecewa.saran ni dri pada kebanyakan ivent mending perbaiki sinyal dalam game deh.,0.0
2903,Game GJ jangan download nanti menyesal,0.0
2904,DrAk sistem,0.0
2905,Game burik,0.0
2906,Suka nge roasting game lain padahal game nya banyak kekurangan,0.0
2907,gk bagus kalii,0.0
2908,Aku ga suka,0.0
2909,"klo di temuin ama tim yg bener dev , cape nemu tim ga paham skill ,, cape sya main game ini ,, klo di temuin tim yg ga tau maen",0.0
2910,mohon bantuannya pihak honor of kings saya mau login tapi gabisa jaringan padahal jaringan disini bagus mohon di tindak lanjuti,0.0
2911,Dark sistem telah terhapus di mobile legends dan berpinda ke honor of king,0.0
2912,Dark System,0.0
2913,"Jaringan selalu jelek di early game hingga tim selalu kalah early,entah kenapa kalo berhasil nge come back atau mendominasi early lag jaringan malah tambah parah,dan juga sering dikasih tim yang full indo padahal udah sering gw ban player dari indo tapi dikasih terus",0.0
2914,game nya ngeleggggggg bangettt! Uda di tungguin masih aja ga mulai anjir masuk aja susah,0.0
2915,Suka macet tombol tk bisa di pencet,0.0
2916,saya tidak senang dengan game ini dikarenakan saya selalu mendapatkan tim yang bebal dan susah diajak untuk bekerjasama sehingga saya sulit untuk mengembangkan dan mengeluarkan potensi terbaik saya,0.0
2917,ngelek padahal jaringan lancar hp ram 4/64,0.0
2918,Tolong dong plis saya mohon matching nya di benerkan kalau main ranked gua sering kalah mulu tolong jangan dark sistem plisssssaaa banget jangan dark sistem satu tim kan sama pro player biar bisa naik rank!!!😭😭😭 Tolong dong di benerin matching nya aku kalah terus haaaaaaaaaaaa!!!! Aku mentok rank ku gold tolong developerrrrrrrr,0.0
2919,Masalah jaringan,0.0
