index,Content,Preprocessing,Sentimen,Prediksi,Category
4907,"Game nya bagus dan juga seruu, grafik nya jg bagus, trs hero nya juga banyak, dan dapat skin gratis juga. Waktu aku pertama kali download aku langsung suka sama game nya✨. Pokonya seru deh game nya😃👍","['game', 'bagus', 'seru', 'grafik', 'jg', 'bagus', 'trs', 'hero', 'banyak', 'skin', 'gratis', 'kali', 'download', 'langsung', 'suka', 'game', 'pokok', 'seru', 'dah', 'game']",positif,negatif,FN
4908,"Bagus,tingkatkan",['bagustingkatkan'],positif,positif,TP
4910,game taik gak bisa login,"['game', 'taik', 'tidak', 'bisa', 'login']",negatif,negatif,TN
4912,oke,['oke'],positif,positif,TP
4913,sangat bagus,"['sangat', 'bagus']",positif,positif,TP
4916,Mantapp,['mantap'],positif,positif,TP
4919,"Udah berat banyak dark sistemnya lagi,ngetottt","['udah', 'berat', 'banyak', 'dark', 'system', 'lagingetot']",negatif,negatif,TN
4921,kerenn,['keren'],positif,positif,TP
4922,loading trlalu lama,['loading'],negatif,negatif,TN
4925,"Permintaan saya cuma satu,Tolong Jaringannya Diperbaiki,fps sering naik turun jga","['minta', 'tolong', 'jaring', 'diperbaikifps', 'sering', 'naik', 'turun']",negatif,negatif,TN
4928,mantap,['mantap'],positif,positif,TP
4929,keren,['keren'],positif,positif,TP
4930,lumayan,['lumayan'],positif,positif,TP
4931,ok,['oke'],positif,positif,TP
4933,Game berat,"['game', 'berat']",negatif,negatif,TN
4934,bagus,['bagus'],positif,positif,TP
4936,seruu banget,"['seru', 'banget']",positif,positif,TP
4938,bagus,['bagus'],positif,positif,TP
4943,keren dan bagus,"['keren', 'bagus']",positif,positif,TP
4946,udah bagus banget,"['udah', 'bagus', 'banget']",positif,positif,TP
4947,dgn apk ini aku bisa bermain dgn senang selalu dapat tim yg se arah jalan pikiran mantap,"['dgn', 'apk', 'bisa', 'main', 'dgn', 'senang', 'tim', 'arah', 'jalan', 'pikir', 'mantap']",positif,negatif,FN
4948,keren dan tidak pelit seperti game sebelah,"['keren', 'tidak', 'pelit', 'game', 'belah']",positif,positif,TP
4951,keren banget,"['keren', 'banget']",positif,positif,TP
4952,ok,['oke'],positif,positif,TP
4955,Game nya ga seruuu woiiiii padahal jaringan nya oke²aja gj bngt ni game,"['game', 'tidak', 'seru', 'woi', 'jaring', 'okeaja', 'tidak', 'jelas', 'banget', 'game']",negatif,negatif,TN
4960,bagus,['bagus'],positif,positif,TP
4961,Game nya bagus,"['game', 'bagus']",positif,positif,TP
4962,seru,['seru'],positif,positif,TP
4963,ok,['oke'],positif,positif,TP
4966,ok,['oke'],positif,positif,TP
4967,gem nya bagus dan grafiknya bagus teman juga baik baik,"['game', 'bagus', 'grafik', 'bagus', 'teman', 'baik', 'baik']",positif,positif,TP
4969,keren oh,"['keren', 'oh']",positif,positif,TP
4972,bagus geme ini,"['bagus', 'game']",positif,positif,TP
4973,lambat lowding,"['lambat', 'lowding']",negatif,negatif,TN
4975,cukup bagus,['bagus'],positif,positif,TP
4976,Gamenya gede banget gk kuat Ama hp kentang😞,"['gamenya', 'gede', 'banget', 'tidak', 'kuat', 'hp', 'kentang']",negatif,negatif,TN
4977,Baru rank gold mvp kalah terus banyak banget ga naik naik ranknya dikasih dark system' terus game apaan dah ini masih mending Main ml tapi hp ga kuat jadi bingung ini game bagus buat hp kentang tapi bikin naik darah di kasih dark system,"['baru', 'rank', 'gold', 'mvp', 'kalah', 'banyak', 'banget', 'tidak', 'naik', 'naik', 'ranknya', 'kasih', 'dark', 'system', 'game', 'dah', 'mending', 'main', 'ml', 'hp', 'tidak', 'kuat', 'bingung', 'game', 'bagus', 'buat', 'hp', 'kentang', 'naik', 'darah', 'kasih', 'dark', 'system']",negatif,negatif,TN
4984,Tidak layak untuk hp ram 3,"['tidak', 'layak', 'hp', 'ram']",negatif,negatif,TN
4987,"Awal doang dikasi menabmng terus, pertengahan jalan di buat kalah sama sistem. Ada dark sistemnya juga ternyata kayak mobile legend. JANGAN MAININ, GAME KONTOLLLL INI!!!!","['doang', 'kasi', 'menabmng', 'tengah', 'jalan', 'buat', 'kalah', 'system', 'dark', 'system', 'mobile', 'legend', 'jangan', 'mainin', 'game', 'kontol']",negatif,negatif,TN
4988,game ni bagus sakili,"['game', 'bagus', 'sakili']",positif,positif,TP
4989,keren gamenya,"['keren', 'gamenya']",positif,positif,TP
4990,Gwe kira bagus sampai jelek² kin ml ternyata gamenya kaku kek ping 80 di ml,"['gwe', 'bagus', 'jelek', 'kin', 'ml', 'gamenya', 'kaku', 'ping', 'ml']",negatif,negatif,TN
4991,mantap,['mantap'],positif,positif,TP
4993,mantap,['mantap'],positif,positif,TP
4995,cmn sedikit lag,"['cuman', 'lag']",negatif,negatif,TN
5003,"Selalu mendapatkan team yang seenaknya sendiri dan membuat permainan menjadi tidak menyenangkan, entah mengapa selalu mendapatkan team yang aneh dan tidak mau bekerja sama dengan team.","['team', 'senak', 'main', 'tidak', 'senang', 'team', 'aneh', 'tidak', 'team']",negatif,negatif,TN
5004,Mobile legand lebih bagus,"['mobile', 'legend', 'lebih', 'bagus']",negatif,negatif,TN
5007,Dapet kartu buat ganti nama gratis tapi pas dipake gabisa padahal jaringan lancar udah dicoba ga bisa bisa tolong perbaiki,"['dapet', 'kartu', 'buat', 'ganti', 'nama', 'gratis', 'pas', 'dipake', 'gabisa', 'jaring', 'lancar', 'udah', 'coba', 'tidak', 'bisa', 'bisa', 'tolong', 'baik']",negatif,negatif,TN
5009,GAME APA INI!?! GRAFIK GK BAGUS! BERBICARA KASAR PADAHAL ADA ANAK ANAK YG BERMAIN! PLAGIAT! GAK BISA MASUK KE GAMENYA!,"['game', 'grafik', 'tidak', 'bagus', 'bicara', 'kasar', 'anak', 'anak', 'main', 'plagiat', 'tidak', 'bisa', 'masuk', 'gamenya']",negatif,negatif,TN
5010,Jelek,['jelek'],negatif,negatif,TN
5011,Gabisa main Butut ah,"['gabisa', 'main', 'butut', 'ah']",negatif,negatif,TN
5012,Delay banget...,"['delay', 'banget']",negatif,negatif,TN
5013,Kenapa aku selalu dapat dark sistem ketika aku mau naik rank i ini udah hampir yang ke 8 kali aku sangat kecewa ini nick name ku Rezzoit'sGood. Semoga kalian memperbaiki game ini lagi🥲,"['dark', 'system', 'naik', 'rank', 'i', 'udah', 'kali', 'sangat', 'kecewa', 'nick', 'name', 'rezoitsgod', 'moga', 'baik', 'game']",negatif,negatif,TN
5014,Game bandingan,"['game', 'banding']",negatif,positif,FP
5017,grafik jelek mending an mobile legends bagus equipment nya bisa dipahami ini mah persis game aov jelek burik,"['grafik', 'jelek', 'mending', 'an', 'mobile', 'legends', 'bagus', 'equipment', 'bisa', 'paham', 'mah', 'persis', 'game', 'aov', 'jelek', 'burik']",negatif,negatif,TN
5019,"Min mikir dikit lah ajng,masa gw di kasih tim drak sistem mulu,mana g ngerti main lgii","['developer', 'mikir', 'dikit', 'ajngmasa', 'kasih', 'tim', 'dark', 'system', 'mulumana', 'tidak', 'ngerti', 'main']",negatif,negatif,TN
5020,"Woi kok gw dikasihnya beban semua timnya,ini gimana si gw lose streak terus ,plis lah kasih tim yang seimbang jangan beban semua","['woi', 'kasih', 'beban', 'semua', 'timnyaini', 'gimana', 'si', 'lose', 'streak', 'plis', 'kasih', 'tim', 'imbang', 'jangan', 'beban', 'semua']",negatif,negatif,TN
5021,Stuck loading screen,"['stuck', 'loading', 'screen']",negatif,negatif,TN
5023,"Matchmaking yang tidk seimbang membuat player kesusahan tolong diperbaiki,jika tidak ad perubahan maaf akan saya uninstall.","['matchmaking', 'tidk', 'imbang', 'player', 'susah', 'tolong', 'diperbaikijika', 'tidak', 'ad', 'ubah', 'maaf', 'uninstall']",negatif,negatif,TN
5024,gem plagiat,"['game', 'plagiat']",negatif,negatif,TN
5025,sama aja kaya moba sebelah draksytem isinya bot semua dan ping merah naik turun ga jelas smpe ga gerak,"['moba', 'belah', 'draksytem', 'isi', 'bot', 'semua', 'ping', 'merah', 'naik', 'turun', 'tidak', 'jelas', 'smpe', 'tidak', 'gerak']",negatif,negatif,TN
5026,Gemnya jelek banget males buat main mending main ml daripada honor of kings gem burik gem murahan sering ngebacot ml pula pokoknya ini gem jelek banget😡😡🤬🤬🤬😡😡😡,"['gamenya', 'jelek', 'banget', 'males', 'buat', 'main', 'mending', 'main', 'ml', 'honor', 'of', 'kings', 'game', 'burik', 'game', 'murah', 'sering', 'ngebacot', 'ml', 'pokok', 'game', 'jelek', 'banget']",negatif,negatif,TN
5027,Ya gitu lah.. karakter dan skill tidak seimbang. Mobilitas kurang,"['ya', 'gitu', 'karakter', 'skill', 'tidak', 'imbang', 'mobilitas']",negatif,negatif,TN
5028,Banyak pemain asal-asalan dikiranya main MLBB,"['banyak', 'main', 'asalasalan', 'kira', 'main', 'mlbb']",negatif,negatif,TN
5029,"fitur pemilihan lane secara acak sangat ga berguna buat player yg maen solo, sering kali dikasih role yang ga kita kuasai","['fitur', 'pilih', 'lane', 'acak', 'sangat', 'tidak', 'guna', 'buat', 'player', 'main', 'solo', 'sering', 'kali', 'kasih', 'role', 'tidak', 'kuasa']",negatif,negatif,TN
5030,Kebanyakan darksistem,"['banyak', 'dark', 'system']",negatif,negatif,TN
5031,Game asuu banyak dark sistem,"['game', 'anjing', 'banyak', 'dark', 'system']",negatif,negatif,TN
5032,Selalu dapat tim bot dan musuhnya player gg lah,"['tim', 'bot', 'musuh', 'player', 'tidak']",negatif,negatif,TN
5033,Sama aja sama ml bedanya gk pelit doang dark sistemnya sama persis baru di gold aja dah rasa lawan pro player,"['ml', 'beda', 'tidak', 'pelit', 'doang', 'dark', 'system', 'persis', 'baru', 'gold', 'dah', 'lawan', 'pro', 'player']",negatif,negatif,TN
5034,"game rusak lane gua di ambil malah gua yg kena hukumam, benerin sistem laporannya tolol","['game', 'rusak', 'lane', 'ambil', 'kena', 'hukumam', 'benerin', 'system', 'laporanya', 'tolol']",negatif,negatif,TN
5035,"Minimal ngasi tim yang bisa main lah, 5 match berturut2 dpt jungle sama mage ngak bisa main","['minimal', 'ngasi', 'tim', 'bisa', 'main', 'match', 'jungle', 'mage', 'tidak', 'bisa', 'main']",negatif,negatif,TN
5036,"game jelek, kebanyakan dark system, joysticknya error","['game', 'jelek', 'banyak', 'dark', 'system', 'joysticknya', 'error']",negatif,negatif,TN
5037,"Masalah jaringan mohon diperbaiki, jaringan bagus pakai wifi masih lag ping merah.","['masalah', 'jaring', 'mohon', 'baik', 'jaring', 'bagus', 'pakai', 'wifi', 'lag', 'ping', 'merah']",negatif,negatif,TN
5038,semakin banyak dark sistem,"['banyak', 'dark', 'system']",negatif,negatif,TN
5039,"GAME TOLOL, DIKASIH MENANG 2 KALI KALAH 10 KALI","['game', 'tolol', 'kasih', 'menang', 'kali', 'kalah', 'kali']",negatif,negatif,TN
5042,"Saya mendapatkan Teammate yang Buruk, dan AFK, ataupun melakukan pelanggaran lain(Contoh: Nama tidak senonoh). Lalu saya report, kok dianggap tidak melakukan pelanggaran? Saya merasa sangat dirugikan","['teamate', 'buruk', 'afk', 'pelangaran', 'laincontoh', 'nama', 'tidak', 'senonoh', 'report', 'diangap', 'tidak', 'pelangaran', 'sangat', 'rugi']",negatif,negatif,TN
5043,Game ini terlalu berat !! Login saja lama padahal 4G,"['game', 'berat', 'login', 'tidak']",negatif,negatif,TN
5044,"ngasih lawan yg tier nya lebih tinggi,ayolah kasih musuh yg seimbang cape kena trol trus","['ngasih', 'lawan', 'tier', 'lebih', 'tingiayolah', 'kasih', 'musuh', 'imbang', 'cape', 'kena', 'troll']",negatif,negatif,TN
5047,"JANGAN MAEN GAME INI, LEBIH DARK SISTEM PLAYER NYA DI BANDING ML, GK BGERTI ROTASI-CONTER ITEM-DRAF PICK-NGE BAN AJA SERING ENGGA INI GAME BIAR DI ISI SAMA DARK SISTEM ML AJA!!!!","['jangan', 'main', 'game', 'lebih', 'dark', 'system', 'player', 'banding', 'ml', 'tidak', 'bgerti', 'rotasiconter', 'itemdraf', 'picknge', 'ban', 'sering', 'enga', 'game', 'biar', 'isi', 'dark', 'system', 'ml']",negatif,negatif,TN
5048,masukan hukuman untuk trollernya diperketat kalo ga match makingnya yang dibenahi,"['masuk', 'hukum', 'trolernya', 'ketat', 'tidak', 'match', 'making', 'benah']",negatif,negatif,TN
5049,"Ternyata game ini sama sama game drak system ,,, ML agak mending ,,lh ini saya main udah 20 kali dapet tim drak system muluk ,, kalah menang kaoah menang kalah lagi menang lagi ... Kek males main nyaaa ,,,","['game', 'game', 'dark', 'system', 'ml', 'mending', 'main', 'udah', 'kali', 'dapet', 'tim', 'dark', 'system', 'mulu', 'kalah', 'menang', 'kaoah', 'menang', 'kalah', 'menang', 'males', 'main']",negatif,negatif,TN
5050,"Game pepek juga ini... kasih tim lawan bagus² kasih tim kawan tolol semua, lebih parah dari mobile legend dark sistem nya","['game', 'pepek', 'kasih', 'tim', 'lawan', 'bagus', 'kasih', 'tim', 'kawan', 'tolol', 'semua', 'lebih', 'parah', 'mobile', 'legend', 'dark', 'system']",negatif,negatif,TN
5051,Tier nta udah di setting sampai kiamat juga gak bkalan naik klau gak di kasih naik...terlihat jlas settingan,"['tier', 'nta', 'udah', 'ting', 'kiamat', 'tidak', 'bkalan', 'naik', 'klau', 'tidak', 'kasih', 'naikterlihat', 'jelas', 'ting']",negatif,negatif,TN
5053,APA APAN INI MATCHMAKING BAGUS TAPI DAPAT TIM YANG TIDAK TAU MEMAINKAN ROLENYA,"['matchmaking', 'bagus', 'tim', 'tidak', 'main', 'rolenya']",negatif,negatif,TN
5055,Pelagiat GK seru burrik server nya nuub,"['plagiat', 'tidak', 'seru', 'burik', 'server', 'nub']",negatif,negatif,TN
5057,Game gak jlas,"['game', 'tidak', 'jelas']",negatif,negatif,TN
5058,Tombolnya gak responsif lelet banget bagusan ML. Tombol joystick kiri padahal sudah diseting FIX tp tetep gerak2 aneh banget bikin ga nyaman.,"['tombol', 'tidak', 'responsif', 'lelet', 'banget', 'bagus', 'ml', 'tombol', 'joystick', 'kiri', 'ting', 'fix', 'gerak', 'aneh', 'banget', 'tidak', 'nyaman']",negatif,negatif,TN
5061,Gaseru banget gausah dicoba,"['gaseru', 'banget', 'gausah', 'coba']",negatif,negatif,TN
5062,"Game baru udah bikin mood rusak di kasi team drak sistem trus taik""","['game', 'baru', 'udah', 'mod', 'rusak', 'kasih', 'team', 'dark', 'system', 'taik']",negatif,negatif,TN
5065,Game buruk.kuning sikit ga gerak.baguskn gamemu kontol.biar banyak peminatnya,"['game', 'burukuning', 'sikit', 'tidak', 'gerakbaguskn', 'gamemu', 'kontolbiar', 'banyak', 'minat']",negatif,negatif,TN
5067,"Game burik awal "" main lancar lama kelamaan gak bisa min di mode Rank","['game', 'burik', 'main', 'lancar', 'kelam', 'tidak', 'bisa', 'developer', 'mode', 'rank']",negatif,negatif,TN
5069,Jelek gamenya banyak darksystem,"['jelek', 'gamenya', 'banyak', 'dark', 'system']",negatif,negatif,TN
5070,Game nya niru kayak free fire sama mobil legend 😾,"['game', 'plagiat', 'gratis', 'fire', 'mobil', 'legend']",negatif,negatif,TN
5071,Game jelek bagusan mobile legends,"['game', 'jelek', 'bagus', 'mobile', 'legends']",negatif,negatif,TN
5073,saya ko stuk di loading trs,"['ko', 'stuck', 'loading', 'trs']",negatif,negatif,TN
5074,"alah di room ngaleg banget sampe kyk stuck gitu padahal kan di game lancar banget 60 fps no drop, grafik udah set paling rendah sama aja, sinyal juga udah bagus, emang di room nya doang yg lag sampe nge stuck","['alah', 'room', 'ngaleg', 'banget', 'sampe', 'stuck', 'gitu', 'game', 'lancar', 'banget', 'fps', 'no', 'drop', 'grafik', 'udah', 'set', 'rendah', 'sinyal', 'udah', 'bagus', 'emang', 'room', 'doang', 'lag', 'sampe', 'nge', 'stuck']",negatif,negatif,TN
5075,Game nya susah di tap,"['game', 'susah', 'tap']",negatif,negatif,TN
5076,"Game tidak seimbang, semua pemainya hanyalah bot","['game', 'tidak', 'imbang', 'semua', 'mai', 'bot']",negatif,negatif,TN
5077,"Bintang saya kurangi lagi , Semua skill hero sangat buruk... Semua skill hero delay sangat lambat, cooldown skill sangatlah terlalu lama, hero2 mellee yg bergantung pada skill juga mudah mati karena cooldown skill sangat lambat dan untuk damage tower tidak ada damage ketika 1 hero di serang dua musuh Dan semua skill cc hero sangat tidak relevan/ stun terlalu lama. Pokoknya semua harus di benahi lagi, karena tidak relevan saat tim fight","['bintang', 'kurang', 'semua', 'skill', 'hero', 'sangat', 'buruk', 'semua', 'skill', 'hero', 'delay', 'sangat', 'lambat', 'coldown', 'skill', 'hero', 'mele', 'gantung', 'skill', 'mudah', 'mati', 'coldown', 'skill', 'sangat', 'lambat', 'damage', 'tower', 'tidak', 'damage', 'hero', 'serang', 'musuh', 'semua', 'skill', 'cc', 'hero', 'sangat', 'tidak', 'relevan', 'stun', 'pokok', 'semua', 'benah', 'tidak', 'relevan', 'tim', 'fight']",negatif,negatif,TN
5078,Ngasih tim yang ngotak dikit kita yang player solo capek ketemu tim ngetrol ntah sunbin lah apalah rusak bet sama aja kek ML,"['ngasih', 'tim', 'ngotak', 'dikit', 'player', 'solo', 'lelah', 'ketemu', 'tim', 'ngetroll', 'ntah', 'sunbin', 'apa', 'rusak', 'banget', 'ml']",negatif,negatif,TN
5079,Parah dark system nya lebih dari mobile legend gw kasih bintang 1,"['parah', 'dark', 'system', 'lebih', 'mobile', 'legend', 'kasih', 'bintang']",negatif,negatif,TN
5080,"Jaringan ijo,jaringan merah,padahal gak kenapa Napa wifi????","['jaring', 'ijojaringan', 'merahpadahal', 'tidak', 'napa', 'wifi']",negatif,negatif,TN
5083,Game haram jangan dimainin guys haram game tol0l,"['game', 'haram', 'jangan', 'dimainin', 'guys', 'haram', 'game', 'kontol']",negatif,negatif,TN
5086,Game nya kaku banyak sistem gelap ga kyk game sebelah 🗿,"['game', 'kaku', 'banyak', 'system', 'gelap', 'tidak', 'game', 'belah']",negatif,negatif,TN
5087,Game nya jelek soal nya patah patah👎👎,"['game', 'jelek', 'patah', 'patah']",negatif,negatif,TN
5088,kenapa setiap mau naik tier harus win match dua kali udah gitu dark sistem nya banyak gaje lah nih game 🙄,"['naik', 'tier', 'win', 'match', 'kali', 'udah', 'gitu', 'dark', 'system', 'banyak', 'tidak', 'jelas', 'game']",negatif,negatif,TN
5091,"Tolong perbaiki lagi untuk masalah sinyal/internet saya setiap main selalu mengalami kendala internet dan setiap memencet skill pasti hero nya terbang, apalagi pas team fight, dan itu bikin mood saya dari game honor of king turun karna saya jadi sering afk karna masalah internet, tolong segera diperbaiki keluhan saya","['tolong', 'baik', 'masalah', 'sinyalinternet', 'main', 'alami', 'kendala', 'internet', 'pencet', 'skill', 'hero', 'terbang', 'pas', 'team', 'fight', 'mod', 'game', 'honor', 'of', 'king', 'turun', 'sering', 'afk', 'masalah', 'internet', 'tolong', 'baik', 'keluh']",negatif,negatif,TN
5094,Game tolol game babi game gak jelas,"['game', 'tolol', 'game', 'babi', 'game', 'tidak', 'jelas']",negatif,negatif,TN
5095,Untuk HOK GUA keselbbanget sumpah mau ripot player aja nggak bisa kata nya player tidak terdeteksi atau melakukan pelanggaran udh jelas player nya feed Suka diam sendiri nyuri Lane pula yg aneh nya lagi pihak HOK nya kasi gua kompensasi terus di ripot player gak bisa ini gimana ya konsep ripot PLAYER DI HOK,"['honor', 'of', 'kings', 'keselbanget', 'sumpah', 'ripot', 'player', 'tidak', 'bisa', 'player', 'tidak', 'deteksi', 'pelangaran', 'udah', 'jelas', 'player', 'feed', 'suka', 'diam', 'nyuri', 'lane', 'aneh', 'honor', 'of', 'kings', 'kasih', 'kompensasi', 'ripot', 'player', 'tidak', 'bisa', 'gimana', 'ya', 'konsep', 'ripot', 'player', 'honor', 'of', 'kings']",negatif,negatif,TN
5096,kadang tiba tiba keluar sendiri dari aplikasi nya.,"['kadang', 'keluar', 'aplikasi']",negatif,negatif,TN
5098,Jangan berikan Tim nya dark sistem terus 😡😡😡🤬🤬🤬🤬🤬 Tolong kasih tim ku yang pro Dan harus kasih aku kopensasi,"['jangan', 'tim', 'dark', 'system', 'tolong', 'kasih', 'tim', 'pro', 'kasih', 'kopensasi']",negatif,negatif,TN
5099,Di rank tinggi udah mulai banyak darksistem ya tier nya ga setara setim campur master sama platinum tim musuh master semua ga adil emang,"['rank', 'udah', 'mulai', 'banyak', 'dark', 'system', 'ya', 'tier', 'tidak', 'tara', 'tim', 'campur', 'master', 'platinum', 'tim', 'musuh', 'master', 'semua', 'tidak', 'adil', 'emang']",negatif,negatif,TN
5100,pembagian tim dan musuh tdk adil. pntk,"['bagi', 'tim', 'musuh', 'tidak', 'adil', 'pntk']",negatif,negatif,TN
