,content,lower_case,clean_1,clean_2,normalized,tokens,stopword,stemming,sentimen
3969,Game plagiat,game plagiat,game plagiat,game plagiat,game plagiat,"['game', 'plagiat']","['game', 'plagiat']","['game', 'plagiat']",2.0
3970,Mantap,mantap,mantap,mantap,mantap,['mantap'],['mantap'],['mantap'],1.0
3971,ringan cuy,ringan cuy,ringan cuy,ringan cuy,ringan cuy,"['ringan', 'cuy']","['ringan', 'cuy']","['ringan', 'cuy']",1.0
3974,minimal perbaiki jaringan masa saya stuck terus pas mau mulai match nya,minimal perbaiki jaringan masa saya stuck terus pas mau mulai match nya,minimal perbaiki jaringan masa saya stuck terus pas mau mulai match nya,minimal perbaiki jaringan masa saya stuck terus pas mau mulai match nya,minimal perbaiki jaringan masa saya stuck terus pas mau mulai match nya,"['minimal', 'perbaiki', 'jaringan', 'masa', 'saya', 'stuck', 'terus', 'pas', 'mau', 'mulai', 'match', 'nya']","['minimal', 'perbaiki', 'jaringan', 'stuck', 'pas', 'mulai', 'match']","['minimal', 'baik', 'jaring', 'stuck', 'pas', 'mulai', 'match']",2.0
3976,Game baik,game baik,game baik,game baik,game baik,"['game', 'baik']","['game', 'baik']","['game', 'baik']",1.0
3977,bgs dan menarik,bgs dan menarik,bgs dan menarik,bgs dan menarik,bagus dan menarik,"['bagus', 'dan', 'menarik']","['bagus', 'menarik']","['bagus', 'tarik']",1.0
3980,Burik bgt,burik bgt,burik bgt,burik bgt,burik banget,"['burik', 'banget']","['burik', 'banget']","['burik', 'banget']",2.0
3985,bgus,bgus,bgus,bgus,bagus,['bagus'],['bagus'],['bagus'],1.0
3990,game nya keren,game nya keren,game nya keren,game nya keren,game nya keren,"['game', 'nya', 'keren']","['game', 'keren']","['game', 'keren']",1.0
3993,keren,keren,keren,keren,keren,['keren'],['keren'],['keren'],1.0
3994,sagat seru tidak seperti mlbb,sagat seru tidak seperti mlbb,sagat seru tidak seperti mlbb,sagat seru tidak seperti mlb,sangat seru tidak seperti mlbb,"['sangat', 'seru', 'tidak', 'seperti', 'mlbb']","['sangat', 'seru', 'tidak', 'mlbb']","['sangat', 'seru', 'tidak', 'mlbb']",1.0
3997,Terimakasih sudah memberikan pengalaman yang baru,terimakasih sudah memberikan pengalaman yang baru,terimakasih sudah memberikan pengalaman yang baru,terimakasih sudah memberikan pengalaman yang baru,terima kasih sudah memberikan pengalaman yang baru,"['terima', 'kasih', 'sudah', 'memberikan', 'pengalaman', 'yang', 'baru']","['terima', 'kasih', 'pengalaman', 'baru']","['terima', 'kasih', 'alam', 'baru']",1.0
3998,Gila nih game keren banget mana banyak event gratis lagi,gila nih game keren banget mana banyak event gratis lagi,gila nih game keren banget mana banyak event gratis lagi,gila nih game keren banget mana banyak event gratis lagi,gila ini game keren banget mana banyak event gratis lagi,"['gila', 'ini', 'game', 'keren', 'banget', 'mana', 'banyak', 'event', 'gratis', 'lagi']","['gila', 'game', 'keren', 'banget', 'banyak', 'event', 'gratis']","['gila', 'game', 'keren', 'banget', 'banyak', 'event', 'gratis']",1.0
3999,mantap,mantap,mantap,mantap,mantap,['mantap'],['mantap'],['mantap'],1.0
4002,Seru Lebih baik dari ML,seru lebih baik dari ml,seru lebih baik dari ml,seru lebih baik dari ml,seru lebih baik dari ml,"['seru', 'lebih', 'baik', 'dari', 'ml']","['seru', 'lebih', 'baik', 'ml']","['seru', 'lebih', 'baik', 'ml']",1.0
4004,gamnyaa sngaaat bgus,gamnyaa sngaaat bgus,gamnyaa sngaaat bgus,gamnya sngat bgus,gamnya sngat bagus,"['gamnya', 'sngat', 'bagus']","['gamnya', 'sngat', 'bagus']","['gam', 'sngat', 'bagus']",1.0
4007,Aplikasinya tidk bagus,aplikasinya tidk bagus,aplikasinya tidk bagus,aplikasinya tidk bagus,aplikasinya tidk bagus,"['aplikasinya', 'tidk', 'bagus']","['aplikasinya', 'tidk', 'bagus']","['aplikasi', 'tidk', 'bagus']",2.0
4008,gamenya asik,gamenya asik,gamenya asik,gamenya asik,gamenya asik,"['gamenya', 'asik']","['gamenya', 'asik']","['gamenya', 'asik']",1.0
4009,Banyak hadiah,banyak hadiah,banyak hadiah,banyak hadiah,banyak hadiah,"['banyak', 'hadiah']","['banyak', 'hadiah']","['banyak', 'hadiah']",1.0
4012,Bagus sekali,bagus sekali,bagus sekali,bagus sekali,bagus sekali,"['bagus', 'sekali']","['bagus', 'sekali']","['bagus', 'sekali']",1.0
4014,bagus banyak gratisan nya,bagus banyak gratisan nya,bagus banyak gratisan nya,bagus banyak gratisan nya,bagus banyak gratisan nya,"['bagus', 'banyak', 'gratisan', 'nya']","['bagus', 'banyak', 'gratisan']","['bagus', 'banyak', 'gratis']",1.0
4015,Game jelek grafik berikut,game jelek grafik berikut,game jelek grafik berikut,game jelek grafik berikut,game jelek grafik berikut,"['game', 'jelek', 'grafik', 'berikut']","['game', 'jelek', 'grafik']","['game', 'jelek', 'grafik']",2.0
4018,mantap,mantap,mantap,mantap,mantap,['mantap'],['mantap'],['mantap'],1.0
4020,terbaik,terbaik,terbaik,terbaik,terbaik,['terbaik'],['terbaik'],['baik'],1.0
4021,ok lah,ok lah,ok lah,ok lah,oke lah,"['oke', 'lah']",['oke'],['oke'],1.0
4022,mantap,mantap,mantap,mantap,mantap,['mantap'],['mantap'],['mantap'],1.0
4023,gamenya lebih bagus dari game sebelah,gamenya lebih bagus dari game sebelah,gamenya lebih bagus dari game sebelah,gamenya lebih bagus dari game sebelah,gamenya lebih bagus dari game sebelah,"['gamenya', 'lebih', 'bagus', 'dari', 'game', 'sebelah']","['gamenya', 'lebih', 'bagus', 'game', 'sebelah']","['gamenya', 'lebih', 'bagus', 'game', 'belah']",1.0
4024,mantap,mantap,mantap,mantap,mantap,['mantap'],['mantap'],['mantap'],1.0
4029,Game nya cukup bagus dan grafik nya juga hd,game nya cukup bagus dan grafik nya juga hd,game nya cukup bagus dan grafik nya juga hd,game nya cukup bagus dan grafik nya juga hd,game nya cukup bagus dan grafik nya juga hd,"['game', 'nya', 'cukup', 'bagus', 'dan', 'grafik', 'nya', 'juga', 'hd']","['game', 'bagus', 'grafik', 'hd']","['game', 'bagus', 'grafik', 'hd']",1.0
4030,Karna kalah Mulu timnya yg be4n,karna kalah mulu timnya yg be4n,karna kalah mulu timnya yg ben,karna kalah mulu timnya yg ben,karena kalah mulu timnya yang beban,"['karena', 'kalah', 'mulu', 'timnya', 'yang', 'beban']","['kalah', 'mulu', 'timnya', 'beban']","['kalah', 'mulu', 'tim', 'beban']",2.0
4036,Mantaaap,mantaaap,mantaaap,mantap,mantap,['mantap'],['mantap'],['mantap'],1.0
4038,Game kaku,game kaku,game kaku,game kaku,game kaku,"['game', 'kaku']","['game', 'kaku']","['game', 'kaku']",2.0
4039,Gk bagus bagusan ml dr pd honor of kings,gk bagus bagusan ml dr pd honor of kings,gk bagus bagusan ml dr pd honor of kings,gk bagus bagusan ml dr pd honor of kings,tidak bagus bagusan ml dr pada honor of kings,"['tidak', 'bagus', 'bagusan', 'ml', 'dr', 'pada', 'honor', 'of', 'kings']","['tidak', 'bagus', 'bagusan', 'ml', 'dr', 'honor', 'of', 'kings']","['tidak', 'bagus', 'bagus', 'ml', 'dr', 'honor', 'of', 'kings']",2.0
4041,suka seru banget💋💋💋💋👍👍👍,suka seru banget💋💋💋💋👍👍👍,suka seru banget,suka seru banget,suka seru banget,"['suka', 'seru', 'banget']","['suka', 'seru', 'banget']","['suka', 'seru', 'banget']",1.0
4044,mudah digunakan dan bermanfaat,mudah digunakan dan bermanfaat,mudah digunakan dan bermanfaat,mudah digunakan dan bermanfat,mudah digunakan dan bermanfat,"['mudah', 'digunakan', 'dan', 'bermanfat']","['mudah', 'bermanfat']","['mudah', 'bermanfat']",1.0
4048,Seruan ML!,seruan ml!,seruan ml,seruan ml,seruan ml,"['seruan', 'ml']","['seruan', 'ml']","['seru', 'ml']",2.0
4049,game nya bagus,game nya bagus,game nya bagus,game nya bagus,game nya bagus,"['game', 'nya', 'bagus']","['game', 'bagus']","['game', 'bagus']",1.0
4052,Game ny tidak bagus tidak sesuai dengan iklan👎,game ny tidak bagus tidak sesuai dengan iklan👎,game ny tidak bagus tidak sesuai dengan iklan,game ny tidak bagus tidak sesuai dengan iklan,game nya tidak bagus tidak sesuai dengan iklan,"['game', 'nya', 'tidak', 'bagus', 'tidak', 'sesuai', 'dengan', 'iklan']","['game', 'tidak', 'bagus', 'tidak', 'sesuai', 'iklan']","['game', 'tidak', 'bagus', 'tidak', 'sesuai', 'iklan']",2.0
4053,"suka, seru","suka, seru",suka seru,suka seru,suka seru,"['suka', 'seru']","['suka', 'seru']","['suka', 'seru']",1.0
4055,msntap,msntap,msntap,msntap,msntap,['msntap'],['msntap'],['msntap'],1.0
4059,Jaringan nya tolong perbaiki sinyal bagus tapi ga bisa masuk pertandingan.,jaringan nya tolong perbaiki sinyal bagus tapi ga bisa masuk pertandingan.,jaringan nya tolong perbaiki sinyal bagus tapi ga bisa masuk pertandingan,jaringan nya tolong perbaiki sinyal bagus tapi ga bisa masuk pertandingan,jaringan nya tolong perbaiki sinyal bagus tapi tidak bisa masuk pertandingan,"['jaringan', 'nya', 'tolong', 'perbaiki', 'sinyal', 'bagus', 'tapi', 'tidak', 'bisa', 'masuk', 'pertandingan']","['jaringan', 'tolong', 'perbaiki', 'sinyal', 'bagus', 'tidak', 'bisa', 'masuk', 'pertandingan']","['jaring', 'tolong', 'baik', 'sinyal', 'bagus', 'tidak', 'bisa', 'masuk', 'tanding']",2.0
4062,Match buruk,match buruk,match buruk,match buruk,match buruk,"['match', 'buruk']","['match', 'buruk']","['match', 'buruk']",2.0
4063,Bagus banget aku suka apalagi banyak skin gratis,bagus banget aku suka apalagi banyak skin gratis,bagus banget aku suka apalagi banyak skin gratis,bagus banget aku suka apalagi banyak skin gratis,bagus banget aku suka apalagi banyak skin gratis,"['bagus', 'banget', 'aku', 'suka', 'apalagi', 'banyak', 'skin', 'gratis']","['bagus', 'banget', 'suka', 'banyak', 'skin', 'gratis']","['bagus', 'banget', 'suka', 'banyak', 'skin', 'gratis']",1.0
4065,Sering mengalami lag. Saya pas main lag. Mulu saya suka keluar sendiri dari game lain kali perkecil MB nya seperti mlbb.,sering mengalami lag. saya pas main lag. mulu saya suka keluar sendiri dari game lain kali perkecil mb nya seperti mlbb.,sering mengalami lag saya pas main lag mulu saya suka keluar sendiri dari game lain kali perkecil mb nya seperti mlbb,sering mengalami lag saya pas main lag mulu saya suka keluar sendiri dari game lain kali perkecil mb nya seperti mlb,sering mengalami lag saya pas main lag mulu saya suka keluar sendiri dari game lain kali perkecil mb nya seperti mlbb,"['sering', 'mengalami', 'lag', 'saya', 'pas', 'main', 'lag', 'mulu', 'saya', 'suka', 'keluar', 'sendiri', 'dari', 'game', 'lain', 'kali', 'perkecil', 'mb', 'nya', 'seperti', 'mlbb']","['sering', 'mengalami', 'lag', 'pas', 'main', 'lag', 'mulu', 'suka', 'keluar', 'game', 'kali', 'perkecil', 'mb', 'mlbb']","['sering', 'alami', 'lag', 'pas', 'main', 'lag', 'mulu', 'suka', 'keluar', 'game', 'kali', 'kecil', 'mb', 'mlbb']",2.0
4068,seruuu,seruuu,seruuu,seru,seru,['seru'],['seru'],['seru'],1.0
4069,"Ngasuh musuh ga seimbang masa tier rank saya gold di suruh lawan tier rank platinum/diamond, gak logis","ngasuh musuh ga seimbang masa tier rank saya gold di suruh lawan tier rank platinum/diamond, gak logis",ngasuh musuh ga seimbang masa tier rank saya gold di suruh lawan tier rank platinumdiamond gak logis,ngasuh musuh ga seimbang masa tier rank saya gold di suruh lawan tier rank platinumdiamond gak logis,ngasuh musuh tidak seimbang masa tier rank saya gold di suruh lawan tier rank platinumdiamond tidak logis,"['ngasuh', 'musuh', 'tidak', 'seimbang', 'masa', 'tier', 'rank', 'saya', 'gold', 'di', 'suruh', 'lawan', 'tier', 'rank', 'platinumdiamond', 'tidak', 'logis']","['ngasuh', 'musuh', 'tidak', 'seimbang', 'tier', 'rank', 'gold', 'suruh', 'lawan', 'tier', 'rank', 'platinumdiamond', 'tidak', 'logis']","['ngasuh', 'musuh', 'tidak', 'imbang', 'tier', 'rank', 'gold', 'suruh', 'lawan', 'tier', 'rank', 'platinumdiamond', 'tidak', 'logis']",2.0
4070,mantap,mantap,mantap,mantap,mantap,['mantap'],['mantap'],['mantap'],1.0
4071,Amati tiru plek ketiplek,amati tiru plek ketiplek,amati tiru plek ketiplek,amati tiru plek ketiplek,amati tiru plek ketiplek,"['amati', 'tiru', 'plek', 'ketiplek']","['amati', 'tiru', 'plek', 'ketiplek']","['amat', 'tiru', 'plek', 'ketiplek']",2.0
4072,Banyak bot dark system,banyak bot dark system,banyak bot dark system,banyak bot dark system,banyak bot dark system,"['banyak', 'bot', 'dark', 'system']","['banyak', 'bot', 'dark', 'system']","['banyak', 'bot', 'dark', 'system']",2.0
4073,lbh baik dari pada game sebelah,lbh baik dari pada game sebelah,lbh baik dari pada game sebelah,lbh baik dari pada game sebelah,lebih baik dari pada game sebelah,"['lebih', 'baik', 'dari', 'pada', 'game', 'sebelah']","['lebih', 'baik', 'game', 'sebelah']","['lebih', 'baik', 'game', 'belah']",1.0
4074,mantap,mantap,mantap,mantap,mantap,['mantap'],['mantap'],['mantap'],1.0
4078,YA KARNA SERU BANGET,ya karna seru banget,ya karna seru banget,ya karna seru banget,ya karena seru banget,"['ya', 'karena', 'seru', 'banget']","['ya', 'seru', 'banget']","['ya', 'seru', 'banget']",1.0
4079,bagus,bagus,bagus,bagus,bagus,['bagus'],['bagus'],['bagus'],1.0
4080,game yg sangat seru...👍🏻👍🏻👍🏻👍🏻,game yg sangat seru...👍🏻👍🏻👍🏻👍🏻,game yg sangat seru,game yg sangat seru,game yang sangat seru,"['game', 'yang', 'sangat', 'seru']","['game', 'sangat', 'seru']","['game', 'sangat', 'seru']",1.0
4081,Game sampah matchmaking gak jelas tim musuh jago tim sendiri pada gak bisa maen,game sampah matchmaking gak jelas tim musuh jago tim sendiri pada gak bisa maen,game sampah matchmaking gak jelas tim musuh jago tim sendiri pada gak bisa maen,game sampah matchmaking gak jelas tim musuh jago tim sendiri pada gak bisa maen,game sampah matchmaking tidak jelas tim musuh jago tim sendiri pada tidak bisa main,"['game', 'sampah', 'matchmaking', 'tidak', 'jelas', 'tim', 'musuh', 'jago', 'tim', 'sendiri', 'pada', 'tidak', 'bisa', 'main']","['game', 'sampah', 'matchmaking', 'tidak', 'jelas', 'tim', 'musuh', 'jago', 'tim', 'tidak', 'bisa', 'main']","['game', 'sampah', 'matchmaking', 'tidak', 'jelas', 'tim', 'musuh', 'jago', 'tim', 'tidak', 'bisa', 'main']",2.0
4083,"game bagus bgt,banyak gratis skin","game bagus bgt,banyak gratis skin",game bagus bgtbanyak gratis skin,game bagus bgtbanyak gratis skin,game bagus banget banyak gratis skin,"['game', 'bagus', 'banget', 'banyak', 'gratis', 'skin']","['game', 'bagus', 'banget', 'banyak', 'gratis', 'skin']","['game', 'bagus', 'banget', 'banyak', 'gratis', 'skin']",1.0
4084,tolong ping nya diperbaiki lg......,tolong ping nya diperbaiki lg......,tolong ping nya diperbaiki lg,tolong ping nya diperbaiki lg,tolong ping nya diperbaiki lagi,"['tolong', 'ping', 'nya', 'diperbaiki', 'lagi']","['tolong', 'ping', 'diperbaiki']","['tolong', 'ping', 'baik']",2.0
4090,Peniru,peniru,peniru,peniru,peniru,['peniru'],['peniru'],['tiru'],2.0
4091,bagus 😇,bagus 😇,bagus ,bagus ,bagus,['bagus'],['bagus'],['bagus'],1.0
4093,Ok,ok,ok,ok,oke,['oke'],['oke'],['oke'],1.0
4096,bagus,bagus,bagus,bagus,bagus,['bagus'],['bagus'],['bagus'],1.0
4097,"tolong warna embelemnya di perbaiki,kurang ok","tolong warna embelemnya di perbaiki,kurang ok",tolong warna embelemnya di perbaikikurang ok,tolong warna embelemnya di perbaikikurang ok,tolong warna embelemnya di perbaikikurang oke,"['tolong', 'warna', 'embelemnya', 'di', 'perbaikikurang', 'oke']","['tolong', 'warna', 'embelemnya', 'perbaikikurang', 'oke']","['tolong', 'warna', 'embelemnya', 'perbaikikurang', 'oke']",2.0
4098,seru aja,seru aja,seru aja,seru aja,seru saja,"['seru', 'saja']",['seru'],['seru'],1.0
4101,Baru rilis sudah gk jelas match making nya lebih parah dari mobile legend . Game rusak,baru rilis sudah gk jelas match making nya lebih parah dari mobile legend . game rusak,baru rilis sudah gk jelas match making nya lebih parah dari mobile legend  game rusak,baru rilis sudah gk jelas match making nya lebih parah dari mobile legend game rusak,baru rilis sudah tidak jelas match making nya lebih parah dari mobile legend game rusak,"['baru', 'rilis', 'sudah', 'tidak', 'jelas', 'match', 'making', 'nya', 'lebih', 'parah', 'dari', 'mobile', 'legend', 'game', 'rusak']","['baru', 'rilis', 'tidak', 'jelas', 'match', 'making', 'lebih', 'parah', 'mobile', 'legend', 'game', 'rusak']","['baru', 'rilis', 'tidak', 'jelas', 'match', 'making', 'lebih', 'parah', 'mobile', 'legend', 'game', 'rusak']",2.0
4102,Game nya bagus agak menantang mending ini daripada game sebelah,game nya bagus agak menantang mending ini daripada game sebelah,game nya bagus agak menantang mending ini daripada game sebelah,game nya bagus agak menantang mending ini daripada game sebelah,game nya bagus agak menantang mending ini daripada game sebelah,"['game', 'nya', 'bagus', 'agak', 'menantang', 'mending', 'ini', 'daripada', 'game', 'sebelah']","['game', 'bagus', 'menantang', 'mending', 'game', 'sebelah']","['game', 'bagus', 'tantang', 'mending', 'game', 'belah']",1.0
4103,menarik,menarik,menarik,menarik,menarik,['menarik'],['menarik'],['tarik'],1.0
4108,"game ini sngat bagus, grafik nya ǰuga bagus dan sangat smooth.","game ini sngat bagus, grafik nya ǰuga bagus dan sangat smooth.",game ini sngat bagus grafik nya uga bagus dan sangat smooth,game ini sngat bagus grafik nya uga bagus dan sangat smoth,game ini sngat bagus grafik nya uga bagus dan sangat halus,"['game', 'ini', 'sngat', 'bagus', 'grafik', 'nya', 'uga', 'bagus', 'dan', 'sangat', 'halus']","['game', 'sngat', 'bagus', 'grafik', 'uga', 'bagus', 'sangat', 'halus']","['game', 'sngat', 'bagus', 'grafik', 'uga', 'bagus', 'sangat', 'halus']",1.0
4109,"Bikin iklan nyindir MLBB Apaan Dah,Memasarkan HoK Kok Ngejelekin MLBB,Sampah.","bikin iklan nyindir mlbb apaan dah,memasarkan hok kok ngejelekin mlbb,sampah.",bikin iklan nyindir mlbb apaan dahmemasarkan hok kok ngejelekin mlbbsampah,bikin iklan nyindir mlb apan dahmemasarkan hok kok ngejelekin mlbsampah,membuat iklan nyindir mlbb apaan dahmemasarkan honor of kings malah ngejelekin mlbsampah,"['membuat', 'iklan', 'nyindir', 'mlbb', 'apaan', 'dahmemasarkan', 'honor', 'of', 'kings', 'malah', 'ngejelekin', 'mlbsampah']","['iklan', 'nyindir', 'mlbb', 'dahmemasarkan', 'honor', 'of', 'kings', 'ngejelekin', 'mlbsampah']","['iklan', 'nyindir', 'mlbb', 'dahmemasarkan', 'honor', 'of', 'kings', 'ngejelekin', 'mlbsampah']",2.0
4110,game yg bagus,game yg bagus,game yg bagus,game yg bagus,game yang bagus,"['game', 'yang', 'bagus']","['game', 'bagus']","['game', 'bagus']",1.0
4111,Gamenya cukup seru beda sama game ml banyak draksistem maknanya pindah ke hok,gamenya cukup seru beda sama game ml banyak draksistem maknanya pindah ke hok,gamenya cukup seru beda sama game ml banyak draksistem maknanya pindah ke hok,gamenya cukup seru beda sama game ml banyak draksistem maknanya pindah ke hok,gamenya cukup seru beda sama game ml banyak dark system maknanya pindah ke honor of kings,"['gamenya', 'cukup', 'seru', 'beda', 'sama', 'game', 'ml', 'banyak', 'dark', 'system', 'maknanya', 'pindah', 'ke', 'honor', 'of', 'kings']","['gamenya', 'seru', 'beda', 'game', 'ml', 'banyak', 'dark', 'system', 'maknanya', 'pindah', 'honor', 'of', 'kings']","['gamenya', 'seru', 'beda', 'game', 'ml', 'banyak', 'dark', 'system', 'makna', 'pindah', 'honor', 'of', 'kings']",1.0
